#step	total	overlap	contact	SC-SC	stiff
0	-4.5	1.5	0.0	-6.0	0.0
0	-4.5	1.5	0.0	-6.0	0.0
2500000	-14.6	-0.6	0.0	-14.0	0.0
5000000	-8.9	1.1	0.0	-10.0	0.0
7500000	-8.2	1.8	0.0	-10.0	0.0
10000000	-14.7	1.3	0.0	-16.0	0.0
12500000	-8.7	1.3	0.0	-10.0	0.0
15000000	-8.1	1.9	0.0	-10.0	0.0
17500000	-10.2	-0.2	0.0	-10.0	0.0
20000000	-8.6	1.4	0.0	-10.0	0.0
