#Steps ,and Temp, are followed by (rej, acc) for each MC Move.
#(nStep, T) TRANS CLSTER SM_CLSTER FACE LOCAL DBPVT PIVOT BR_ROT
0	1000.00	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
2500000	1000.00	585801	38426	584474	38162	584800	38508	312233	172	0	0	124008	755	61514	410	6249	45	0	0	124443	0	0	0	
5000000	1000.00	589044	34577	588596	34233	589031	34401	311592	126	0	0	124606	38	62440	11	6279	4	0	0	125022	0	0	0	
7500000	1000.00	593324	28624	594915	28819	594375	29201	312385	100	0	0	124949	10	62300	3	6208	0	0	0	124787	0	0	0	
10000000	1000.00	602772	20337	602812	20532	602772	20556	311870	71	0	0	124738	6	62462	1	6237	0	0	0	124834	0	0	0	
12500001	1.37	569849	52544	606406	17035	623483	11	311566	38	0	0	124515	3	62680	1	6307	0	0	0	125563	0	0	0	
15000001	1.14	573065	50345	606998	17758	622764	20	311802	42	0	0	124287	0	62382	0	6256	0	0	0	124281	0	0	0	
17500001	1.05	576095	47907	602778	20824	622614	28	311915	45	0	0	124875	1	62557	0	6219	0	0	0	124142	0	0	0	
20000001	1.02	575966	47627	595429	27437	624457	52	311214	64	0	0	124829	1	62196	0	6201	0	0	0	124527	0	0	0	
22500001	1.01	577434	46916	588473	33682	623169	60	312177	89	0	0	124651	0	62751	0	6427	0	0	0	124171	0	0	0	
25000001	1.00	578085	46160	559705	63288	623299	217	310461	274	0	0	62791	62287	18960	43324	1863	4379	0	0	124907	0	0	0	
27500001	1.00	578218	44992	545616	77363	623202	279	310535	415	0	0	36010	88927	88	62581	4	6218	0	0	125552	0	0	0	
30000001	1.00	579326	44703	544391	78565	623058	278	311134	405	0	0	36931	87567	101	62238	8	6153	0	0	125142	0	0	0	
32500001	1.00	579847	43764	543481	79375	623614	274	310889	399	0	0	38829	85778	122	62460	11	6185	0	0	124972	0	0	0	
35000001	1.00	580545	43246	545116	79410	622119	330	311318	443	0	0	39426	84944	115	62533	9	6151	0	0	124295	0	0	0	
37500001	1.00	580782	43384	543489	78853	623424	317	311783	410	0	0	40055	84155	101	62399	13	6329	0	0	124506	0	0	0	
40000001	1.00	579338	44173	542943	80014	622835	312	311899	423	0	0	39540	85309	104	61954	10	6277	0	0	124869	0	0	0	
42500001	1.00	578779	43943	543948	80005	624061	269	311290	387	0	0	38490	86306	118	61774	12	6364	0	0	124254	0	0	0	
45000001	1.00	578829	43880	542246	81097	623433	322	310768	418	0	0	39589	85224	115	62286	11	6327	0	0	125455	0	0	0	
47500001	1.00	579523	44125	542037	80454	623963	345	310757	445	0	0	40019	84858	97	62186	12	6273	0	0	124906	0	0	0	
50000001	1.00	579899	43552	542629	80356	622999	300	311950	384	0	0	39561	84834	114	62412	9	6158	0	0	124843	0	0	0	
52500001	1.00	579539	43523	543074	80651	623321	321	310901	433	0	0	39450	85757	109	62442	16	6170	0	0	124293	0	0	0	
55000001	1.00	580302	43530	543853	80559	622808	311	309821	435	0	0	39836	84815	99	62569	13	6172	0	0	124877	0	0	0	
57500001	1.00	579506	43549	542828	81030	622682	324	311014	436	0	0	39365	85932	93	61992	9	6202	0	0	125038	0	0	0	
60000001	1.00	580707	43443	542476	80600	622114	294	312241	413	0	0	39817	84774	111	62049	13	6355	0	0	124593	0	0	0	
62500001	1.00	579392	43592	542089	80813	624190	292	311275	400	0	0	40264	84346	130	62540	12	6084	0	0	124581	0	0	0	
65000001	1.00	580466	43780	541653	80751	622781	291	311697	433	0	0	39732	85731	123	62175	10	6023	0	0	124354	0	0	0	
67500001	1.00	578883	44155	542103	80970	623175	333	311526	411	0	0	38714	86284	134	62525	12	6297	0	0	124478	0	0	0	
70000001	1.00	579362	44066	542845	81241	622937	297	311099	438	0	0	39168	85277	117	62199	14	6032	0	0	124908	0	0	0	
72500001	1.00	579690	44111	542699	81498	622947	327	311215	432	0	0	39110	85005	136	62173	13	6278	0	0	124366	0	0	0	
75000001	1.00	579955	43345	541428	81681	623162	376	311871	409	0	0	39828	85097	130	62126	10	6210	0	0	124372	0	0	0	
77500001	1.00	579444	43463	541667	81735	623017	308	311309	423	0	0	40502	84611	120	62155	14	6181	0	0	125051	0	0	0	
80000001	1.00	579158	43506	542365	82380	622307	371	311937	416	0	0	39879	84392	116	62125	7	6314	0	0	124727	0	0	0	
82500001	1.00	579205	43657	543584	81077	623363	295	310669	450	0	0	38903	85804	102	62214	10	6201	0	0	124466	0	0	0	
85000001	1.00	579477	43665	542471	80942	623185	350	311848	409	0	0	39620	84541	135	62476	10	6235	0	0	124636	0	0	0	
87500001	1.00	580275	43651	542034	81647	623686	313	310306	400	0	0	39694	85142	125	61916	6	6238	0	0	124565	0	0	0	
90000001	1.00	579316	44018	542631	81260	622264	322	311502	438	0	0	39138	85015	118	62739	17	6184	0	0	125038	0	0	0	
92500001	1.00	578569	43843	541010	81533	624176	354	311083	416	0	0	39752	85447	139	62307	16	6199	0	0	125156	0	0	0	
95000001	1.00	578706	43708	542982	81756	624150	296	310705	458	0	0	38773	85392	122	61976	2	6188	0	0	124786	0	0	0	
97500001	1.00	579490	43436	541988	81499	623812	298	311043	408	0	0	38876	85393	112	62440	9	6238	0	0	124958	0	0	0	
100000001	1.00	580027	43625	542429	81878	623107	321	310715	428	0	0	38908	85149	126	61950	14	6151	0	0	125172	0	0	0	
102500001	1.00	579578	43788	541586	81424	622980	342	312031	472	0	0	40157	84345	128	62346	12	6087	0	0	124724	0	0	0	
