#Steps ,and Temp, are followed by (rej, acc) for each MC Move.
#(nStep, T) TRANS CLSTER SM_CLSTER FACE LOCAL DBPVT PIVOT BR_ROT
0	1.20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2500000	1.20	576915	45962	540805	82000	624187	323	311661	423	0	0	34275	90158	131	62369	16	6262	0	0	124513	0	0	0	
5000000	1.20	576732	46291	539502	82094	624136	294	311640	409	0	0	33528	91841	117	62192	14	6200	0	0	125010	0	0	0	
7500000	1.20	578153	45832	540394	82351	623059	285	311366	408	0	0	34280	91190	131	62125	7	6133	0	0	124286	0	0	0	
10000000	1.20	576111	45964	540925	82961	624158	327	311118	443	0	0	33812	91046	144	62162	21	6194	0	0	124614	0	0	0	
12500000	1.20	577716	46285	541788	82306	622778	319	310541	469	0	0	34183	90388	137	62466	12	6346	0	0	124266	0	0	0	
15000000	1.20	577545	46401	540437	82335	622283	320	311681	430	0	0	32813	92131	145	62158	14	6262	0	0	125045	0	0	0	
17500000	1.20	576939	46703	540450	82686	624081	266	310460	397	0	0	33628	91119	129	61766	9	6071	0	0	125296	0	0	0	
20000000	1.20	578378	46175	540398	82141	623992	264	310410	415	0	0	33377	91171	131	62181	7	6128	0	0	124832	0	0	0	
22500000	1.20	576393	46499	540291	83368	622357	277	312090	455	0	0	33573	91178	136	62194	12	6399	0	0	124778	0	0	0	
25000000	1.20	576456	46296	541084	82989	622826	316	311596	405	0	0	33185	91258	136	62244	17	6334	0	0	124858	0	0	0	
27500000	1.20	576676	46105	539725	83587	623271	341	311644	417	0	0	33165	91454	149	62312	15	6254	0	0	124885	0	0	0	
30000000	1.20	579360	46089	539530	83523	622617	331	310175	403	0	0	34519	90274	149	61903	12	6343	0	0	124772	0	0	0	
32500000	1.20	578707	45792	541124	83361	621873	334	311593	460	0	0	34757	89774	119	61739	13	6278	0	0	124075	0	0	0	
35000000	1.20	577023	46378	540506	82754	624269	279	310848	431	0	0	33501	91337	125	61991	21	6365	0	0	124172	0	0	0	
37500000	1.20	577505	46316	540358	82771	622995	330	310835	429	0	0	33855	91180	137	61992	10	6157	0	0	125130	0	0	0	
40000000	1.20	576317	46390	541327	82667	623975	267	310781	405	0	0	34345	90440	140	62292	14	6152	0	0	124487	0	0	0	
42500000	1.20	577835	45921	540859	82447	622786	306	311536	411	0	0	33490	91138	127	62208	9	6241	0	0	124686	0	0	0	
45000000	1.20	576356	46631	540641	82684	623192	266	312085	433	0	0	33584	90884	124	62099	7	6225	0	0	124789	0	0	0	
47500000	1.20	577588	46559	541064	82097	623480	300	311630	434	0	0	32873	91495	150	61773	14	5998	0	0	124545	0	0	0	
50000000	1.20	576791	46348	541151	81964	623504	291	311173	431	0	0	34279	91166	134	62324	18	6249	0	0	124177	0	0	0	
52500000	1.20	577626	46071	541188	82252	622861	305	310864	441	0	0	33550	91727	150	61828	15	6217	0	0	124905	0	0	0	
55000000	1.20	576911	46539	541632	82995	622481	286	311433	418	0	0	32452	91944	136	62475	16	6171	0	0	124111	0	0	0	
57500000	1.20	576340	46409	539777	82972	623738	304	311762	402	0	0	33389	91350	132	62110	8	6122	0	0	125185	0	0	0	
60000000	1.20	577088	46116	540423	82681	622828	278	311134	419	0	0	33474	91687	151	62594	18	6223	0	0	124886	0	0	0	
62500000	1.20	577453	46562	540567	82431	623889	294	310765	406	0	0	33941	90409	139	62381	17	6177	0	0	124569	0	0	0	
65000000	1.20	577392	46105	540605	82548	622847	295	311127	453	0	0	34282	91211	133	62349	19	6131	0	0	124503	0	0	0	
67500000	1.20	577698	46323	540567	83127	622752	318	311125	450	0	0	33170	91691	129	62143	13	6248	0	0	124246	0	0	0	
70000000	1.20	576252	46069	540940	83115	623309	284	311540	441	0	0	33114	91235	136	62247	11	6248	0	0	125059	0	0	0	
72500000	1.20	577644	46538	540261	81832	622084	335	311608	455	0	0	33364	91881	128	62451	12	6281	0	0	125126	0	0	0	
75000000	1.20	576731	46279	541494	82513	622410	283	311533	413	0	0	34793	90445	154	61970	12	6321	0	0	124649	0	0	0	
77500000	1.20	578705	46471	541506	82274	622564	291	309971	426	0	0	33808	91144	152	62283	11	6220	0	0	124174	0	0	0	
80000000	1.20	577314	46410	538992	82308	624832	287	311141	385	0	0	32947	91757	132	62289	5	6289	0	0	124912	0	0	0	
82500000	1.20	576402	46356	540044	82681	623598	305	311467	436	0	0	34173	91253	138	62177	8	6373	0	0	124589	0	0	0	
85000000	1.20	577191	46146	541214	82342	623695	260	311099	469	0	0	34235	90507	142	61705	16	6218	0	0	124761	0	0	0	
87500000	1.20	577580	45972	540641	83307	622632	292	311339	445	0	0	34439	89839	144	62365	14	6251	0	0	124740	0	0	0	
90000000	1.20	577489	46345	541194	82535	623089	261	312099	428	0	0	33912	90267	135	62096	13	6125	0	0	124012	0	0	0	
92500000	1.20	577262	46086	540174	82378	623729	268	311500	440	0	0	33591	90905	139	62468	12	6167	0	0	124881	0	0	0	
95000000	1.20	577683	46042	540061	82950	623989	317	310702	440	0	0	34089	90688	119	62147	14	6159	0	0	124600	0	0	0	
97500000	1.20	577489	46090	540357	81850	623578	281	311535	424	0	0	33978	90873	117	62077	8	6319	0	0	125024	0	0	0	
100000000	1.20	577611	46791	540309	82848	622235	341	311286	437	0	0	33238	91160	112	62286	12	6308	0	0	125026	0	0	0	
102500000	1.20	575959	46500	541856	82824	623147	285	310923	426	0	0	32808	91894	131	62630	15	6131	0	0	124471	0	0	0	
