#step	total	overlap	contact	SC-SC	stiff
0	-7543.6	-257.6	0.0	-7286.0	0.0
0	-7543.6	-257.6	0.0	-7286.0	0.0
2500000	-7357.1	-225.1	0.0	-7132.0	0.0
5000000	-7301.5	-219.5	0.0	-7082.0	0.0
7500000	-7281.6	-219.6	0.0	-7062.0	0.0
10000000	-7210.5	-216.5	0.0	-6994.0	0.0
12500000	-7227.0	-237.0	0.0	-6990.0	0.0
15000000	-7209.3	-213.3	0.0	-6996.0	0.0
17500000	-7265.1	-199.1	0.0	-7066.0	0.0
20000000	-7178.6	-234.6	0.0	-6944.0	0.0
22500000	-7255.3	-213.3	0.0	-7042.0	0.0
25000000	-7094.0	-204.0	0.0	-6890.0	0.0
27500000	-7203.0	-165.0	0.0	-7038.0	0.0
30000000	-7146.5	-178.5	0.0	-6968.0	0.0
32500000	-7156.6	-194.6	0.0	-6962.0	0.0
35000000	-7093.8	-177.8	0.0	-6916.0	0.0
37500000	-7175.2	-191.2	0.0	-6984.0	0.0
40000000	-7247.7	-219.7	0.0	-7028.0	0.0
42500000	-7173.3	-141.3	0.0	-7032.0	0.0
45000000	-7245.2	-225.2	0.0	-7020.0	0.0
47500000	-7214.6	-214.6	0.0	-7000.0	0.0
50000000	-7215.3	-215.3	0.0	-7000.0	0.0
52500000	-7192.1	-218.1	0.0	-6974.0	0.0
55000000	-7235.9	-189.9	0.0	-7046.0	0.0
57500000	-7268.4	-190.4	0.0	-7078.0	0.0
60000000	-7202.2	-226.2	0.0	-6976.0	0.0
62500000	-7155.7	-201.7	0.0	-6954.0	0.0
65000000	-7195.4	-157.4	0.0	-7038.0	0.0
67500000	-7221.6	-187.6	0.0	-7034.0	0.0
70000000	-7270.6	-182.6	0.0	-7088.0	0.0
72500000	-7321.4	-237.4	0.0	-7084.0	0.0
75000000	-7262.9	-158.9	0.0	-7104.0	0.0
77500000	-7222.0	-232.0	0.0	-6990.0	0.0
80000000	-7282.1	-224.1	0.0	-7058.0	0.0
82500000	-7211.4	-183.4	0.0	-7028.0	0.0
85000000	-7241.9	-209.9	0.0	-7032.0	0.0
87500000	-7293.8	-223.8	0.0	-7070.0	0.0
90000000	-7212.3	-186.3	0.0	-7026.0	0.0
92500000	-7221.0	-209.0	0.0	-7012.0	0.0
95000000	-7190.3	-184.3	0.0	-7006.0	0.0
97500000	-7294.1	-244.1	0.0	-7050.0	0.0
100000000	-7221.8	-207.8	0.0	-7014.0	0.0
102500000	-7199.8	-205.8	0.0	-6994.0	0.0
105000000	-7239.1	-203.1	0.0	-7036.0	0.0
107500000	-7262.8	-228.8	0.0	-7034.0	0.0
110000000	-7262.6	-222.6	0.0	-7040.0	0.0
112500000	-7336.8	-242.8	0.0	-7094.0	0.0
115000000	-7284.8	-208.8	0.0	-7076.0	0.0
117500000	-7205.3	-223.3	0.0	-6982.0	0.0
120000000	-7323.9	-241.9	0.0	-7082.0	0.0
122500000	-7327.5	-217.5	0.0	-7110.0	0.0
125000000	-7205.7	-211.7	0.0	-6994.0	0.0
127500000	-7223.5	-233.5	0.0	-6990.0	0.0
130000000	-7245.9	-219.9	0.0	-7026.0	0.0
132500000	-7220.9	-228.9	0.0	-6992.0	0.0
135000000	-7224.8	-178.8	0.0	-7046.0	0.0
137500000	-7150.2	-202.2	0.0	-6948.0	0.0
140000000	-7200.4	-222.4	0.0	-6978.0	0.0
142500000	-7182.3	-240.3	0.0	-6942.0	0.0
145000000	-7250.6	-196.6	0.0	-7054.0	0.0
147500000	-7160.8	-204.8	0.0	-6956.0	0.0
150000000	-7253.9	-217.9	0.0	-7036.0	0.0
152500000	-7179.7	-185.7	0.0	-6994.0	0.0
155000000	-7232.4	-256.4	0.0	-6976.0	0.0
157500000	-7247.1	-215.1	0.0	-7032.0	0.0
160000000	-7314.2	-218.2	0.0	-7096.0	0.0
162500000	-7351.0	-209.0	0.0	-7142.0	0.0
165000000	-7242.0	-180.0	0.0	-7062.0	0.0
167500000	-7298.4	-228.4	0.0	-7070.0	0.0
170000000	-7233.6	-235.6	0.0	-6998.0	0.0
172500000	-7298.1	-242.1	0.0	-7056.0	0.0
175000000	-7270.3	-226.3	0.0	-7044.0	0.0
177500000	-7267.1	-201.1	0.0	-7066.0	0.0
180000000	-7354.1	-256.1	0.0	-7098.0	0.0
182500000	-7172.6	-222.6	0.0	-6950.0	0.0
185000000	-7349.4	-213.4	0.0	-7136.0	0.0
187500000	-7344.8	-250.8	0.0	-7094.0	0.0
190000000	-7394.5	-262.5	0.0	-7132.0	0.0
192500000	-7248.1	-236.1	0.0	-7012.0	0.0
195000000	-7281.9	-187.9	0.0	-7094.0	0.0
197500000	-7322.0	-234.0	0.0	-7088.0	0.0
200000000	-7329.5	-205.5	0.0	-7124.0	0.0
