#Steps ,and Temp, are followed by (rej, acc) for each MC Move.
#(nStep, T) TRANS CLSTER SM_CLSTER FACE LOCAL DBPVT PIVOT BR_ROT
0	1000.00	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
2500000	1000.00	422625	77050	421459	76490	423325	76648	248767	730	30973	218460	1621	98362	846	48812	85	4749	131681	116939	0	0	100368	10	
5000000	1000.00	423303	76955	421642	76585	422047	76929	248580	752	30896	218835	1692	98139	779	48768	89	4839	132396	116927	0	0	99823	24	
7500000	1000.00	421771	77359	422043	76375	422060	76755	249113	705	31176	217732	1691	98420	816	49155	88	4952	132601	117501	0	0	99672	15	
10000000	1000.00	422848	76919	422266	76924	422317	76626	248813	758	30936	218933	1693	98017	824	49006	79	4923	132269	116814	0	0	99024	11	
12500001	1.37	85522	413260	458226	41635	496859	1637	249529	246	121374	128119	16637	82947	869	48815	145	4847	203091	45753	0	0	100468	22	
15000001	1.14	105551	394463	462083	37218	497134	1733	248675	223	119871	128943	12768	87134	941	49170	174	4735	207314	41868	0	0	99985	17	
17500001	1.05	113804	385892	462602	35689	496182	1638	249072	193	122030	128252	12352	87323	904	48928	216	4748	209134	40842	0	0	100186	13	
20000001	1.02	116047	382087	463061	35198	498637	1781	250412	221	122238	126638	12021	87513	866	49168	206	4752	208745	40563	0	0	99840	6	
22500001	1.01	117308	382121	463296	35090	497293	1728	248976	225	122828	127401	12121	87928	920	48837	237	4750	208906	40527	0	0	99489	19	
25000001	1.00	118189	381238	463253	35017	497819	1758	249366	247	121603	127309	12252	87822	982	49223	127	4781	208754	40569	0	0	99670	21	
27500001	1.00	118436	381113	464704	34470	497327	1676	249268	214	121833	127301	12113	87629	961	49061	165	4826	208973	40045	0	0	99874	10	
30000001	1.00	117459	381457	464857	34648	497524	1616	248561	223	121671	127795	11654	88198	970	49003	260	4633	209458	40338	0	0	99663	12	
32500001	1.00	117307	380895	463887	34766	497404	1648	250090	231	121993	127552	12149	87615	1002	49180	277	4654	209244	40666	0	0	99432	8	
35000001	1.00	117649	381220	464129	35098	497928	1690	247978	231	122642	127125	12386	87276	949	48521	262	4859	209517	40510	0	0	100016	14	
37500001	1.00	118099	380921	463726	34898	496977	1614	249653	225	122003	127234	12218	87377	938	48762	236	4749	209713	40420	0	0	100221	16	
40000001	1.00	117769	381076	463058	34686	498145	1710	248739	182	122516	127354	12269	87501	959	48966	160	4843	209718	40301	0	0	100025	23	
42500001	1.00	118351	381082	464078	34562	496834	1699	249400	217	123240	126381	12112	87786	914	48915	196	4662	209847	40060	0	0	99653	11	
45000001	1.00	117819	380659	464380	34640	498313	1731	249303	219	122488	126749	12088	87674	954	48774	221	4769	209252	40295	0	0	99658	14	
47500001	1.00	117628	381636	463581	35064	496572	1553	249029	233	122564	126999	12073	87598	882	49008	259	4813	209578	40606	0	0	100300	24	
50000001	1.00	117401	381000	465247	34977	497643	1595	249391	206	121136	128028	12093	87483	923	48841	230	4859	208877	40485	0	0	99576	9	
52500001	1.00	118023	381287	463914	34586	496937	1645	249304	211	121476	128029	11844	88388	899	48795	178	4863	209039	40749	0	0	99825	8	
55000001	1.00	117850	381336	464581	34491	497477	1683	249645	208	121305	127171	12096	87948	962	48779	200	4689	209209	40216	0	0	100145	9	
57500001	1.00	118082	379697	464235	34375	496291	1706	249683	204	123169	127316	12149	87680	987	48984	204	4756	210190	40216	0	0	100062	14	
60000001	1.00	118137	381902	465233	34868	496976	1685	249453	208	121865	126927	11931	87754	936	48717	116	4922	208186	40321	0	0	99842	21	
62500001	1.00	117922	380574	463662	34783	498340	1706	249216	242	122356	127250	12306	87986	955	49457	182	4655	208640	40248	0	0	99505	15	
65000001	1.00	118432	381828	463575	34840	497855	1652	248671	204	122041	127939	12302	87452	935	48331	197	4619	209160	40258	0	0	99699	10	
67500001	1.00	118471	381645	463864	34903	497469	1669	249116	191	121947	127263	12099	87996	948	48796	186	4881	208653	40150	0	0	99736	17	
70000001	1.00	117702	381411	464269	34571	497451	1685	249260	227	123219	126794	12076	87610	933	48770	174	4770	209217	40298	0	0	99550	13	
72500001	1.00	117730	381775	463814	34848	496671	1714	250099	208	122328	127144	12006	88120	931	49009	192	4884	208234	40403	0	0	99874	16	
75000001	1.00	117701	381457	464239	34936	497224	1695	249566	235	122083	126937	12175	87580	909	48886	147	4800	209782	40173	0	0	99458	17	
77500001	1.00	117804	381116	464038	34589	496140	1655	249206	193	123080	127428	12001	87933	956	48985	171	4903	209922	40053	0	0	99812	15	
80000001	1.00	117872	380229	464927	34441	496938	1773	248431	231	122531	126822	12180	87757	962	49285	164	4894	210215	40236	0	0	100090	22	
