#Steps ,and Temp, are followed by (rej, acc) for each MC Move.
#(nStep, T) TRANS CLSTER SM_CLSTER FACE LOCAL DBPVT PIVOT BR_ROT
0	2.00	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2500000	2.00	72029	425767	453930	44952	497653	1566	249107	303	101181	148292	9342	91016	893	48959	162	4870	201447	48668	0	0	99841	22	
5000000	2.00	72533	426496	454571	45186	497616	1509	248525	295	101424	148204	9448	90545	834	48687	133	4861	200896	48854	0	0	99362	20	
7500000	2.00	72507	425880	454109	45028	498962	1556	249129	304	101270	146888	9273	90359	853	49307	141	4785	201412	48519	0	0	99695	23	
10000000	2.00	72867	425294	454512	44951	497744	1632	249400	334	101095	147812	9280	90611	783	48894	229	4751	200997	48714	0	0	100087	13	
12500000	2.00	72305	425601	453952	45082	497576	1534	249738	301	101452	148779	9254	90604	896	48957	363	4661	200953	48655	0	0	99320	17	
15000000	2.00	72253	426112	453922	45095	496663	1530	250190	322	101239	148523	9152	90665	832	49126	312	4707	200703	48608	0	0	100032	14	
17500000	2.00	72647	426656	453654	45004	497004	1553	249441	306	101027	149049	9040	91062	836	48869	285	4684	200437	48820	0	0	99613	13	
20000000	2.00	72188	427373	454254	45299	495706	1545	248876	340	100682	148957	9211	90907	894	49274	369	4657	200428	48825	0	0	100192	23	
22500000	2.00	71820	426451	453496	45520	498173	1529	249943	319	100772	148721	9526	89808	864	48972	113	4801	200532	48599	0	0	100027	14	
25000000	2.00	71942	426407	453752	44932	497618	1555	248536	288	101428	148798	9733	90490	909	48705	126	4843	200689	49298	0	0	99928	23	
27500000	2.00	72119	426038	454530	44930	498419	1556	248746	302	100927	147989	9573	90527	863	49191	136	4925	200117	48914	0	0	100178	20	
30000000	2.00	72571	425883	454038	45080	496678	1581	249844	326	101005	148952	8963	90934	837	49242	150	5015	200445	48606	0	0	99839	11	
32500000	2.00	72613	427504	454047	45608	496183	1583	248554	315	100831	148612	9490	90456	847	48857	165	4760	200492	49002	0	0	100061	20	
35000000	2.00	72111	426399	454111	45235	498225	1594	250211	340	101208	147824	8861	90488	832	49014	130	4826	200678	48555	0	0	99343	15	
37500000	2.00	71666	426984	453538	45115	498265	1549	249828	306	101385	148532	9465	90291	870	49151	196	4770	199866	48738	0	0	99468	17	
40000000	2.00	71845	427132	454164	45299	496305	1575	249754	340	101807	147725	8933	90990	857	49315	136	4818	200315	48610	0	0	100071	9	
42500000	2.00	72275	427166	453789	44869	497699	1576	250239	309	100399	148929	9270	90689	797	48801	164	4858	199384	48640	0	0	100130	17	
45000000	2.00	73190	425113	453972	45057	497276	1582	249428	309	101695	147799	9072	90760	831	48858	148	4775	202257	48598	0	0	99263	17	
47500000	2.00	72705	425315	456117	44943	497396	1647	248805	326	100998	147806	9414	90442	861	49105	198	4765	200282	48849	0	0	100006	20	
50000000	2.00	72266	425808	453800	44686	497372	1590	249430	310	100801	149076	9000	91241	783	48978	258	4661	201346	48414	0	0	100169	11	
52500000	2.00	72116	426486	453044	45164	497932	1547	249112	308	102074	147402	9406	90427	841	49107	110	4793	201319	49035	0	0	99766	11	
55000000	2.00	72066	427192	454302	44941	497491	1564	248548	315	101728	148192	9455	90581	902	48876	180	4756	201050	48648	0	0	99201	12	
57500000	2.00	72350	427408	453465	44926	497754	1570	249682	337	101208	148157	9591	90086	858	48603	377	4691	200447	48993	0	0	99474	23	
60000000	2.00	72350	426324	454082	44938	499267	1574	248875	317	101612	147609	9168	90302	847	49188	251	4704	200436	48497	0	0	99642	17	
62500000	2.00	73097	426789	453473	44991	497558	1572	249295	336	100433	148476	8736	91354	821	49214	126	4755	200691	48359	0	0	99909	15	
65000000	2.00	72511	426808	453855	44855	496708	1658	249807	334	101679	148487	9138	90620	860	48811	184	4776	200390	49042	0	0	99454	23	
67500000	2.00	72164	426392	453841	45371	496672	1544	250616	319	101795	147497	9488	90307	860	49647	197	4756	200467	48313	0	0	99719	35	
70000000	2.00	72435	427431	453950	44922	497670	1623	249304	318	100920	147976	9140	90263	880	49100	118	4875	200221	48744	0	0	100095	15	
72500000	2.00	72549	428288	454056	45071	495895	1592	248524	274	101341	148878	9190	90374	883	48683	238	4781	200864	48579	0	0	99925	15	
75000000	2.00	72838	427117	453891	44967	498134	1553	249061	312	100642	148352	9274	90053	846	48890	228	4611	201396	48710	0	0	99107	18	
77500000	2.00	72544	426564	453977	44975	497203	1507	249190	330	101259	149243	9375	90603	841	49078	145	4783	199815	49132	0	0	99420	16	
80000000	2.00	71917	426636	454648	44888	497758	1528	249727	322	100938	148245	9252	90171	842	48698	125	4934	201095	48804	0	0	99451	21	
82500000	2.00	72307	426284	452873	45501	497715	1553	249427	343	101232	148629	9186	90755	856	49371	89	4954	201008	48874	0	0	99018	25	
85000000	2.00	72883	427829	453775	45124	497159	1523	248884	324	101324	147918	9495	90330	805	49188	241	4700	200921	48139	0	0	99418	20	
87500000	2.00	72341	427296	454198	44891	496503	1601	249017	333	101156	148524	9365	90810	860	49086	216	4699	201099	48598	0	0	99393	14	
90000000	2.00	72035	426053	454370	44905	497903	1623	249399	335	100776	148480	9395	90578	867	49072	175	4908	201134	48393	0	0	99572	27	
92500000	2.00	71993	427067	453712	44790	497590	1628	248805	313	100868	148777	8971	91004	839	49026	197	4648	200923	49480	0	0	99353	16	
95000000	2.00	72495	427434	453264	45053	497926	1522	249263	289	101540	147722	9404	90294	820	49366	150	4772	200984	48477	0	0	99206	18	
