#step	total	overlap	contact	SC-SC	stiff
0	-5040.0	164.0	0.0	-5204.0	0.0
0	-5040.0	164.0	0.0	-5204.0	0.0
2500000	-4543.9	280.1	0.0	-4824.0	0.0
5000000	-4623.5	272.5	0.0	-4896.0	0.0
7500000	-4530.8	273.2	0.0	-4804.0	0.0
10000000	-4530.0	294.0	0.0	-4824.0	0.0
12500000	-4479.2	294.8	0.0	-4774.0	0.0
15000000	-4503.1	256.9	0.0	-4760.0	0.0
17500000	-4482.6	291.4	0.0	-4774.0	0.0
20000000	-4454.5	259.5	0.0	-4714.0	0.0
22500000	-4556.1	265.9	0.0	-4822.0	0.0
25000000	-4452.7	267.3	0.0	-4720.0	0.0
27500000	-4420.1	295.9	0.0	-4716.0	0.0
30000000	-4387.1	288.9	0.0	-4676.0	0.0
32500000	-4463.6	262.4	0.0	-4726.0	0.0
35000000	-4472.6	273.4	0.0	-4746.0	0.0
37500000	-4555.8	282.2	0.0	-4838.0	0.0
40000000	-4580.4	281.6	0.0	-4862.0	0.0
42500000	-4685.7	226.3	0.0	-4912.0	0.0
45000000	-4468.4	309.6	0.0	-4778.0	0.0
47500000	-4525.1	276.9	0.0	-4802.0	0.0
50000000	-4564.9	275.1	0.0	-4840.0	0.0
52500000	-4577.8	278.2	0.0	-4856.0	0.0
55000000	-4516.0	272.0	0.0	-4788.0	0.0
57500000	-4502.2	305.8	0.0	-4808.0	0.0
60000000	-4560.5	277.5	0.0	-4838.0	0.0
62500000	-4577.0	281.0	0.0	-4858.0	0.0
65000000	-4665.9	264.1	0.0	-4930.0	0.0
67500000	-4613.1	256.9	0.0	-4870.0	0.0
70000000	-4772.9	247.1	0.0	-5020.0	0.0
72500000	-4506.4	305.6	0.0	-4812.0	0.0
75000000	-4475.9	300.1	0.0	-4776.0	0.0
77500000	-4590.4	249.6	0.0	-4840.0	0.0
80000000	-4639.3	244.7	0.0	-4884.0	0.0
82500000	-4719.2	230.8	0.0	-4950.0	0.0
85000000	-4495.4	304.6	0.0	-4800.0	0.0
87500000	-4639.5	268.5	0.0	-4908.0	0.0
90000000	-4625.1	262.9	0.0	-4888.0	0.0
92500000	-4458.4	271.6	0.0	-4730.0	0.0
95000000	-4450.0	306.0	0.0	-4756.0	0.0
97500000	-4477.2	260.8	0.0	-4738.0	0.0
100000000	-4510.7	261.3	0.0	-4772.0	0.0
102500000	-4545.2	254.8	0.0	-4800.0	0.0
105000000	-4514.2	287.8	0.0	-4802.0	0.0
107500000	-4446.4	281.6	0.0	-4728.0	0.0
110000000	-4572.2	281.8	0.0	-4854.0	0.0
112500000	-4600.8	251.2	0.0	-4852.0	0.0
115000000	-4537.2	262.8	0.0	-4800.0	0.0
117500000	-4547.2	252.8	0.0	-4800.0	0.0
120000000	-4458.8	281.2	0.0	-4740.0	0.0
122500000	-4582.7	279.3	0.0	-4862.0	0.0
125000000	-4517.8	260.2	0.0	-4778.0	0.0
127500000	-4557.1	270.9	0.0	-4828.0	0.0
130000000	-4445.2	292.8	0.0	-4738.0	0.0
132500000	-4382.6	293.4	0.0	-4676.0	0.0
135000000	-4341.2	296.8	0.0	-4638.0	0.0
137500000	-4539.5	300.5	0.0	-4840.0	0.0
140000000	-4666.5	279.5	0.0	-4946.0	0.0
142500000	-4439.9	282.1	0.0	-4722.0	0.0
145000000	-4434.8	283.2	0.0	-4718.0	0.0
147500000	-4538.6	293.4	0.0	-4832.0	0.0
150000000	-4523.7	292.3	0.0	-4816.0	0.0
152500000	-4517.1	300.9	0.0	-4818.0	0.0
155000000	-4486.1	267.9	0.0	-4754.0	0.0
157500000	-4415.7	310.3	0.0	-4726.0	0.0
160000000	-4680.5	287.5	0.0	-4968.0	0.0
162500000	-4601.6	274.4	0.0	-4876.0	0.0
165000000	-4613.8	276.2	0.0	-4890.0	0.0
167500000	-4360.7	293.3	0.0	-4654.0	0.0
170000000	-4446.3	281.7	0.0	-4728.0	0.0
172500000	-4622.7	277.3	0.0	-4900.0	0.0
175000000	-4487.0	287.0	0.0	-4774.0	0.0
177500000	-4564.4	279.6	0.0	-4844.0	0.0
180000000	-4494.5	277.5	0.0	-4772.0	0.0
182500000	-4487.7	282.3	0.0	-4770.0	0.0
185000000	-4596.5	273.5	0.0	-4870.0	0.0
187500000	-4690.7	231.3	0.0	-4922.0	0.0
190000000	-4591.1	308.9	0.0	-4900.0	0.0
192500000	-4551.1	246.9	0.0	-4798.0	0.0
195000000	-4510.6	275.4	0.0	-4786.0	0.0
197500000	-4537.5	306.5	0.0	-4844.0	0.0
200000000	-4527.7	262.3	0.0	-4790.0	0.0
