#Steps ,and Temp, are followed by (rej, acc) for each MC Move.
#(nStep, T) TRANS CLSTER SM_CLSTER FACE LOCAL DBPVT PIVOT BR_ROT
0	1000.00	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2500000	1000.00	409622	89254	410113	89198	410910	89253	248685	1336	29505	218661	1002	98827	486	49476	53	4980	116995	131477	0	0	100149	18	
5000000	1000.00	409949	89059	409747	88984	410458	88835	249004	1349	29465	219921	1009	98652	527	49667	35	4873	116711	132529	0	0	99205	21	
7500000	1000.00	410692	88634	409812	88748	409479	88858	248425	1343	29273	219203	1028	99274	475	49683	51	5024	117644	132143	0	0	100199	12	
10000000	1000.00	409252	88916	410480	89194	409698	88979	248579	1390	29659	220242	939	99551	471	49457	43	4916	116833	131862	0	0	99517	22	
12500001	1.37	48398	450899	439984	59061	497183	1225	249038	671	90977	158845	73277	26494	5191	44470	311	4703	168734	80635	0	0	99751	154	
15000001	1.14	76838	422342	450864	48218	497807	1663	248856	463	108086	140527	92972	6526	6927	43121	344	4786	186450	63286	0	0	99658	266	
17500001	1.05	87517	411372	454011	44908	497717	1748	248580	414	115691	133930	96109	3821	8852	41200	307	4629	189982	59277	0	0	99628	307	
20000001	1.02	91431	407583	454985	43643	497509	1889	248599	421	118035	131204	97032	2667	8475	41403	343	4602	192261	57588	0	0	100078	252	
22500001	1.01	93394	405838	455555	43139	496510	1929	249758	430	119725	130154	97738	1803	7811	42134	347	4619	192024	56911	0	0	99917	264	
25000001	1.00	94232	404048	456300	42791	497500	1866	249613	379	120119	128892	97821	1652	7484	42589	364	4652	193480	56205	0	0	99746	267	
27500001	1.00	95091	404363	456378	42591	497808	1804	248814	390	120346	128493	97841	1793	9691	40358	389	4612	192810	56745	0	0	99351	332	
30000001	1.00	95869	403135	456282	42603	497227	1842	249927	380	122239	126821	97698	1654	10414	39687	389	4731	193770	55707	0	0	99347	278	
