#step	total	overlap	contact	SC-SC	stiff
0	-5644.3	39.7	0.0	-5684.0	0.0
0	-5644.3	39.7	0.0	-5684.0	0.0
2500000	-5244.4	145.6	0.0	-5390.0	0.0
5000000	-5059.1	172.9	0.0	-5232.0	0.0
7500000	-5009.5	198.5	0.0	-5208.0	0.0
10000000	-5040.2	191.8	0.0	-5232.0	0.0
12500000	-5141.1	172.9	0.0	-5314.0	0.0
15000000	-5099.2	176.8	0.0	-5276.0	0.0
17500000	-5194.9	181.1	0.0	-5376.0	0.0
20000000	-5145.6	162.4	0.0	-5308.0	0.0
22500000	-5078.3	163.7	0.0	-5242.0	0.0
25000000	-5090.9	183.1	0.0	-5274.0	0.0
27500000	-5028.5	195.5	0.0	-5224.0	0.0
30000000	-4995.9	200.1	0.0	-5196.0	0.0
32500000	-4932.7	207.3	0.0	-5140.0	0.0
35000000	-5156.0	174.0	0.0	-5330.0	0.0
37500000	-5090.4	183.6	0.0	-5274.0	0.0
40000000	-5078.7	173.3	0.0	-5252.0	0.0
42500000	-5059.7	178.3	0.0	-5238.0	0.0
45000000	-5071.7	166.3	0.0	-5238.0	0.0
47500000	-5139.1	168.9	0.0	-5308.0	0.0
50000000	-5115.9	200.1	0.0	-5316.0	0.0
52500000	-5191.5	162.5	0.0	-5354.0	0.0
55000000	-5153.8	180.2	0.0	-5334.0	0.0
57500000	-5152.0	184.0	0.0	-5336.0	0.0
60000000	-5084.0	184.0	0.0	-5268.0	0.0
62500000	-5070.8	177.2	0.0	-5248.0	0.0
65000000	-5075.6	170.4	0.0	-5246.0	0.0
67500000	-5127.5	150.5	0.0	-5278.0	0.0
70000000	-5150.1	151.9	0.0	-5302.0	0.0
72500000	-5058.9	181.1	0.0	-5240.0	0.0
75000000	-4940.0	212.0	0.0	-5152.0	0.0
77500000	-4953.0	189.0	0.0	-5142.0	0.0
80000000	-4915.3	202.7	0.0	-5118.0	0.0
82500000	-5171.6	156.4	0.0	-5328.0	0.0
85000000	-5056.8	175.2	0.0	-5232.0	0.0
87500000	-5071.5	208.5	0.0	-5280.0	0.0
90000000	-5068.2	203.8	0.0	-5272.0	0.0
92500000	-5143.3	192.7	0.0	-5336.0	0.0
95000000	-5169.1	170.9	0.0	-5340.0	0.0
97500000	-4954.4	213.6	0.0	-5168.0	0.0
100000000	-5053.3	178.7	0.0	-5232.0	0.0
102500000	-5162.8	149.2	0.0	-5312.0	0.0
105000000	-5016.1	185.9	0.0	-5202.0	0.0
107500000	-5113.5	180.5	0.0	-5294.0	0.0
110000000	-4893.9	226.1	0.0	-5120.0	0.0
112500000	-5020.4	201.6	0.0	-5222.0	0.0
115000000	-5079.6	188.4	0.0	-5268.0	0.0
117500000	-5139.6	152.4	0.0	-5292.0	0.0
120000000	-5020.3	197.7	0.0	-5218.0	0.0
122500000	-5096.8	201.2	0.0	-5298.0	0.0
125000000	-4932.4	169.6	0.0	-5102.0	0.0
127500000	-5008.2	207.8	0.0	-5216.0	0.0
130000000	-5118.0	148.0	0.0	-5266.0	0.0
132500000	-5201.2	146.8	0.0	-5348.0	0.0
135000000	-5155.1	148.9	0.0	-5304.0	0.0
137500000	-5117.5	172.5	0.0	-5290.0	0.0
140000000	-5098.9	185.1	0.0	-5284.0	0.0
142500000	-5010.9	179.1	0.0	-5190.0	0.0
145000000	-5088.0	174.0	0.0	-5262.0	0.0
147500000	-5113.5	188.5	0.0	-5302.0	0.0
150000000	-5016.1	189.9	0.0	-5206.0	0.0
152500000	-4990.9	183.1	0.0	-5174.0	0.0
155000000	-5062.8	191.2	0.0	-5254.0	0.0
157500000	-4950.6	205.4	0.0	-5156.0	0.0
160000000	-5078.7	167.3	0.0	-5246.0	0.0
162500000	-5066.2	167.8	0.0	-5234.0	0.0
165000000	-5053.6	206.4	0.0	-5260.0	0.0
167500000	-5096.9	175.1	0.0	-5272.0	0.0
170000000	-5082.1	201.9	0.0	-5284.0	0.0
172500000	-4994.8	181.2	0.0	-5176.0	0.0
175000000	-5145.4	160.6	0.0	-5306.0	0.0
177500000	-5061.1	126.9	0.0	-5188.0	0.0
180000000	-5035.9	196.1	0.0	-5232.0	0.0
182500000	-4967.0	195.0	0.0	-5162.0	0.0
185000000	-5089.6	152.4	0.0	-5242.0	0.0
187500000	-5022.0	184.0	0.0	-5206.0	0.0
190000000	-5185.8	166.2	0.0	-5352.0	0.0
192500000	-5070.4	155.6	0.0	-5226.0	0.0
195000000	-5049.2	184.8	0.0	-5234.0	0.0
197500000	-5155.1	150.9	0.0	-5306.0	0.0
200000000	-5040.0	164.0	0.0	-5204.0	0.0
